[LOG] System::create                           :         Header version = 2.02.04. Current version = 2.02.04.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9abafe8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9abb458
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe9ab2ad0
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9abb458
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9ab2c78
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe9ab2f40
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9ab2c78
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9ab30e8
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe9ab33b0
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9ab30e8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9ab3558
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe9ab3820
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9ab3558
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe9ab39c8
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe9ab3c90
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe9ab39c8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed097ff8
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe6763ab0
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed097ff8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed0beba8
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe6748ee0
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed0beba8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe67a9d58
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe67ae6b0
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe67a9d58
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe678b718
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe676c370
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe678b718
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe6762328
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe67a9320
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe6762328
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe676b228
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe678ea20
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe676b228
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe671c128
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe60887b0
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe671c128
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe603a928
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe60acd20
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe603a928
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe6089798
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe6075020
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe6089798
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe6073ab8
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe60b5ba0
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] SoundI::release                          :         videoplayback-2.2Traffic Sound (0x7f7fe60b3468)
[LOG] SoundI::release                          :             videoplayback-2.2Traffic Sound (0x7f7fe71179e8)
[LOG] SoundI::release                          :             videoplayback-2.2Traffic Sound (0x7f7fe7117b78)
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe6073ab8
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fed0bde38
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe6772200
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fed0bde38
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe35bec18
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe60ddbe0
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe35bec18
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe3592848
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe6718f90
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff488f998 : node = 0x7f7ff488eaf0
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 149
[LOG] SystemI::createSoundInternal             :         Stream 0/1: name='videoplayback-2.2Traffic Sound', format=5, channels=2, frequency=48000, lengthbytes=373408, lengthpcm=1568946, pcmblocksize=0, loopstart=0, loopend=0, mode=0x00000000, channelmask=0x00000000, channelorder=0, peakvolume=0.397034.
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff4885348 : node = 0x7f7ff4849700
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 150
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7fed170348 : node = 0x7f7ff48cb900
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 151
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7fed1e38f8 : node = 0x7f7fed1e3ab0
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 152
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48c19f8 : node = 0x7f7ff48c1bb0
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 153
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48a8288 : node = 0x7f7ff48a8440
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 154
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48d5388 : node = 0x7f7ff48a8580
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 155
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48d56b8 : node = 0x7f7ff48d5870
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 156
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48d5b28 : node = 0x7f7ff48ca840
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 157
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48caaf8 : node = 0x7f7ff485cca0
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 158
[LOG] AsyncThread::threadFunc                  :     Finished Asynchronous operation on sound 0x7f7fe3592848
[LOG] SystemI::createSound                     :     filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :     FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :     setdata soundi = 0x7f7ff485cf58 : node = 0x7f7ff489cea0
[LOG] AsyncThread::threadFunc                  :     Starting Asynchronous operation on sound 0x7f7fe35949b8
[LOG] SystemI::createSoundInternal             :         Create name='../PizzaGame/Build/Desktop/Ambience.bank', mode=0x02010082
[LOG] SystemI::createSoundInternal             :         exinfo->cbsize             = 224
[LOG] SystemI::createSoundInternal             :         exinfo->length             = 13960736
[LOG] SystemI::createSound                     :     add node to async list : head = 0x7f7ff40bab38.  list count = 158
[LOG] SystemI::createSoundInternal             :         exinfo->fileoffset         = 39648
[LOG] SystemI::createSoundInternal             :         exinfo->numsubsounds       = 1
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlist      = 0x7f7fe67399b0
[LOG] SystemI::createSoundInternal             :         exinfo->inclusionlistnum   = 1
[LOG] SystemI::createSoundInternal             :         exinfo->suggestedsoundtype = 5
[LOG] SystemI::createSoundInternal             :         exinfo->initialseekpostype = 1
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff489d158 : node = 0x7f7ff489d310
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 159
[LOG] SystemI::createSound                     :         filename = ../PizzaGame/Build/Desktop/Ambience.bank : mode 02010082
[LOG] SystemI::createSound                     :         FMOD_NONBLOCKING specified.  Putting into queue to be opened asynchronously!
[LOG] SystemI::createSound                     :         setdata soundi = 0x7f7ff48ce2d8 : node = 0x7f7ff48ce490
[LOG] SystemI::createSound                     :         add node to async list : head = 0x7f7ff40bab38.  list count = 160
